mun,tourist_facilities,year,f_tourist_acc,f_tourist_beds
080977,Campsites,2006,0,0
080977,Campsites,2007,0,0
080977,Campsites,2008,0,0
080977,Campsites,2009,0,0
080977,Campsites,2010,0,0
080977,Campsites,2011,0,0
080977,Campsites,2012,0,0
080977,Campsites,2013,0,0
080977,Campsites,2014,0,0
080977,Campsites,2015,0,0
080977,Campsites,2016,0,0
080977,Campsites,2017,1,315
080977,Campsites,2018,1,324
080977,Campsites,2019,1,324
080977,Campsites,2020,1,324
080977,Campsites,2021,1,324
080977,Campsites,2022,1,324
080977,Hotels,2003,1,21
080977,Hotels,2004,1,21
080977,Hotels,2005,1,21
080977,Hotels,2006,1,21
080977,Hotels,2007,1,21
080977,Hotels,2008,1,21
080977,Hotels,2009,1,21
080977,Hotels,2010,1,21
080977,Hotels,2011,1,21
080977,Hotels,2012,1,21
080977,Hotels,2013,1,21
080977,Hotels,2014,1,21
080977,Hotels,2015,1,21
080977,Hotels,2016,1,21
080977,Hotels,2017,1,21
080977,Hotels,2018,1,21
080977,Hotels,2019,1,21
080977,Hotels,2020,1,21
080977,Hotels,2021,1,21
080977,Hotels,2022,1,21
080977,Rural tourism,2007,0,0
080977,Rural tourism,2008,0,0
080977,Rural tourism,2009,0,0
080977,Rural tourism,2010,0,0
080977,Rural tourism,2011,0,0
080977,Rural tourism,2012,0,0
080977,Rural tourism,2013,0,0
080977,Rural tourism,2014,0,0
080977,Rural tourism,2015,0,0
080977,Rural tourism,2016,0,0
080977,Rural tourism,2017,0,0
080977,Rural tourism,2018,0,0
080977,Rural tourism,2019,0,0
080977,Rural tourism,2020,0,0
080977,Rural tourism,2021,0,0
080977,Rural tourism,2022,0,0
080983,Campsites,2003,0,0
080983,Campsites,2004,0,0
080983,Campsites,2005,0,0
080983,Campsites,2006,0,0
080983,Campsites,2007,0,0
080983,Campsites,2008,0,0
080983,Campsites,2009,0,0
080983,Campsites,2010,0,0
080983,Campsites,2011,0,0
080983,Campsites,2012,0,0
080983,Campsites,2013,0,0
080983,Campsites,2014,0,0
080983,Campsites,2015,0,0
080983,Campsites,2016,0,0
080983,Campsites,2017,0,0
080983,Campsites,2018,0,0
080983,Campsites,2019,0,0
080983,Campsites,2020,0,0
080983,Campsites,2021,1,375
080983,Campsites,2022,1,375
080983,Hotels,2003,0,0
080983,Hotels,2004,0,0
080983,Hotels,2005,0,0
080983,Hotels,2006,0,0
080983,Hotels,2007,0,0
080983,Hotels,2008,0,0
080983,Hotels,2009,0,0
080983,Hotels,2010,0,0
080983,Hotels,2011,0,0
080983,Hotels,2012,0,0
080983,Hotels,2013,0,0
080983,Hotels,2014,0,0
080983,Hotels,2015,0,0
080983,Hotels,2016,0,0
080983,Hotels,2017,0,0
080983,Hotels,2018,0,0
080983,Hotels,2019,0,0
080983,Hotels,2020,0,0
080983,Hotels,2021,0,0
080983,Hotels,2022,0,0
080983,Rural tourism,2007,4,21
080983,Rural tourism,2008,4,21
080983,Rural tourism,2009,4,21
080983,Rural tourism,2010,4,21
080983,Rural tourism,2011,4,21
080983,Rural tourism,2012,5,30
080983,Rural tourism,2013,5,30
080983,Rural tourism,2014,5,30
080983,Rural tourism,2015,5,30
080983,Rural tourism,2016,5,30
080983,Rural tourism,2017,5,30
080983,Rural tourism,2018,5,36
080983,Rural tourism,2019,5,36
080983,Rural tourism,2020,5,36
080983,Rural tourism,2021,5,36
080983,Rural tourism,2022,5,36
080996,Campsites,2003,0,0
080996,Campsites,2004,0,0
080996,Campsites,2005,0,0
080996,Campsites,2006,0,0
080996,Campsites,2007,0,0
080996,Campsites,2008,1,183
080996,Campsites,2009,1,183
080996,Campsites,2010,1,183
080996,Campsites,2011,1,219
080996,Campsites,2012,1,219
080996,Campsites,2013,1,219
080996,Campsites,2014,1,219
080996,Campsites,2015,1,219
080996,Campsites,2016,1,219
080996,Campsites,2017,1,219
080996,Campsites,2018,1,219
080996,Campsites,2019,1,219
080996,Campsites,2020,1,219
080996,Campsites,2021,1,219
080996,Campsites,2022,1,219
080996,Hotels,2003,1,41
080996,Hotels,2004,1,22
080996,Hotels,2005,2,63
080996,Hotels,2006,2,63
080996,Hotels,2007,2,63
080996,Hotels,2008,2,63
080996,Hotels,2009,2,63
080996,Hotels,2010,2,63
080996,Hotels,2011,1,22
080996,Hotels,2012,1,22
080996,Hotels,2013,2,100
080996,Hotels,2014,2,65
080996,Hotels,2015,2,65
080996,Hotels,2016,2,65
080996,Hotels,2017,2,65
080996,Hotels,2018,2,65
080996,Hotels,2019,2,65
080996,Hotels,2020,2,65
080996,Hotels,2021,2,65
080996,Hotels,2022,2,65
080996,Rural tourism,2007,0,0
080996,Rural tourism,2008,0,0
080996,Rural tourism,2009,1,5
080996,Rural tourism,2010,1,5
080996,Rural tourism,2011,1,5
080996,Rural tourism,2012,1,5
080996,Rural tourism,2013,1,15
080996,Rural tourism,2014,1,15
080996,Rural tourism,2015,1,15
080996,Rural tourism,2016,1,15
080996,Rural tourism,2017,1,15
080996,Rural tourism,2018,1,15
080996,Rural tourism,2019,1,15
080996,Rural tourism,2020,1,15
080996,Rural tourism,2021,1,15
080996,Rural tourism,2022,2,27
081000,Campsites,2003,0,0
081000,Campsites,2004,0,0
081000,Campsites,2005,0,0
081000,Campsites,2006,0,0
081000,Campsites,2007,0,0
081000,Campsites,2008,0,0
081000,Campsites,2009,0,0
081000,Campsites,2010,0,0
081000,Campsites,2011,0,0
081000,Campsites,2012,0,0
081000,Campsites,2013,0,0
081000,Campsites,2014,0,0
081000,Campsites,2015,0,0
081000,Campsites,2016,0,0
081000,Campsites,2017,0,0
081000,Campsites,2018,0,0
081000,Campsites,2019,0,0
081000,Campsites,2020,0,0
081000,Campsites,2021,0,0
081000,Campsites,2022,0,0
081000,Hotels,2003,0,0
081000,Hotels,2004,0,0
081000,Hotels,2005,0,0
081000,Hotels,2006,0,0
081000,Hotels,2007,0,0
081000,Hotels,2008,0,0
081000,Hotels,2009,0,0
081000,Hotels,2010,0,0
081000,Hotels,2011,0,0
081000,Hotels,2012,0,0
081000,Hotels,2013,0,0
081000,Hotels,2014,0,0
081000,Hotels,2015,0,0
081000,Hotels,2016,0,0
081000,Hotels,2017,0,0
081000,Hotels,2018,0,0
081000,Hotels,2019,0,0
081000,Hotels,2020,0,0
081000,Hotels,2021,0,0
081000,Hotels,2022,0,0
081000,Rural tourism,2007,2,23
081000,Rural tourism,2008,2,23
081000,Rural tourism,2009,2,23
081000,Rural tourism,2010,2,23
081000,Rural tourism,2011,2,23
081000,Rural tourism,2012,4,47
081000,Rural tourism,2013,5,57
081000,Rural tourism,2014,4,46
081000,Rural tourism,2015,4,46
081000,Rural tourism,2016,4,46
081000,Rural tourism,2017,4,46
081000,Rural tourism,2018,4,46
081000,Rural tourism,2019,4,46
081000,Rural tourism,2020,4,46
081000,Rural tourism,2021,4,46
081000,Rural tourism,2022,4,46
081017,Campsites,2003,0,0
081017,Campsites,2004,0,0
081017,Campsites,2005,0,0
081017,Campsites,2006,0,0
081017,Campsites,2007,0,0
081017,Campsites,2008,0,0
081017,Campsites,2009,0,0
081017,Campsites,2010,0,0
081017,Campsites,2011,0,0
081017,Campsites,2012,0,0
081017,Campsites,2013,0,0
081017,Campsites,2014,0,0
081017,Campsites,2015,0,0
081017,Campsites,2016,0,0
081017,Campsites,2017,0,0
081017,Campsites,2018,0,0
081017,Campsites,2019,0,0
081017,Campsites,2020,0,0
081017,Campsites,2021,0,0
081017,Campsites,2022,0,0
081017,Hotels,2003,7,300
081017,Hotels,2004,6,297
081017,Hotels,2005,7,617
081017,Hotels,2006,8,1380
081017,Hotels,2007,8,1380
081017,Hotels,2008,10,1544
081017,Hotels,2009,12,1790
081017,Hotels,2010,12,1790
081017,Hotels,2011,13,1830
081017,Hotels,2012,15,3140
081017,Hotels,2013,13,3612
081017,Hotels,2014,13,3612
081017,Hotels,2015,13,3612
081017,Hotels,2016,13,3612
081017,Hotels,2017,14,3618
081017,Hotels,2018,17,3648
081017,Hotels,2019,18,3669
081017,Hotels,2020,20,4149
081017,Hotels,2021,22,4177
081017,Hotels,2022,24,4759
081017,Rural tourism,2007,0,0
081017,Rural tourism,2008,0,0
081017,Rural tourism,2009,0,0
081017,Rural tourism,2010,0,0
081017,Rural tourism,2011,0,0
081017,Rural tourism,2012,0,0
081017,Rural tourism,2013,0,0
081017,Rural tourism,2014,0,0
081017,Rural tourism,2015,0,0
081017,Rural tourism,2016,0,0
081017,Rural tourism,2017,0,0
081017,Rural tourism,2018,0,0
081017,Rural tourism,2019,0,0
081017,Rural tourism,2020,0,0
081017,Rural tourism,2021,0,0
081017,Rural tourism,2022,0,0
081022,Campsites,2003,0,0
081022,Campsites,2004,0,0
081022,Campsites,2005,0,0
081022,Campsites,2006,0,0
081022,Campsites,2007,0,0
081022,Campsites,2008,0,0
081022,Campsites,2009,0,0
081022,Campsites,2010,0,0
081022,Campsites,2011,0,0
081022,Campsites,2012,0,0
081022,Campsites,2013,0,0
081022,Campsites,2014,0,0
081022,Campsites,2015,0,0
081022,Campsites,2016,0,0
081022,Campsites,2017,0,0
081022,Campsites,2018,0,0
081022,Campsites,2019,0,0
081022,Campsites,2020,0,0
081022,Campsites,2021,0,0
081022,Campsites,2022,0,0
081022,Hotels,2003,7,420
081022,Hotels,2004,6,390
081022,Hotels,2005,5,355
081022,Hotels,2006,5,355
081022,Hotels,2007,5,355
081022,Hotels,2008,5,352
081022,Hotels,2009,3,312
081022,Hotels,2010,3,312
081022,Hotels,2011,3,312
081022,Hotels,2012,3,311
081022,Hotels,2013,3,311
081022,Hotels,2014,3,311
081022,Hotels,2015,3,311
081022,Hotels,2016,3,311
081022,Hotels,2017,3,311
081022,Hotels,2018,3,311
081022,Hotels,2019,4,325
081022,Hotels,2020,4,325
081022,Hotels,2021,5,333
081022,Hotels,2022,5,333
081022,Rural tourism,2007,0,0
081022,Rural tourism,2008,0,0
081022,Rural tourism,2009,0,0
081022,Rural tourism,2010,0,0
081022,Rural tourism,2011,0,0
081022,Rural tourism,2012,0,0
081022,Rural tourism,2013,0,0
081022,Rural tourism,2014,0,0
081022,Rural tourism,2015,0,0
081022,Rural tourism,2016,0,0
081022,Rural tourism,2017,0,0
081022,Rural tourism,2018,0,0
081022,Rural tourism,2019,0,0
081022,Rural tourism,2020,0,0
081022,Rural tourism,2021,0,0
081022,Rural tourism,2022,0,0
081038,Campsites,2003,0,0
081038,Campsites,2004,0,0
081038,Campsites,2005,0,0
081038,Campsites,2006,0,0
081038,Campsites,2007,0,0
081038,Campsites,2008,0,0
081038,Campsites,2009,0,0
081038,Campsites,2010,0,0
081038,Campsites,2011,0,0
081038,Campsites,2012,0,0
081038,Campsites,2013,0,0
081038,Campsites,2014,0,0
081038,Campsites,2015,0,0
081038,Campsites,2016,0,0
081038,Campsites,2017,0,0
081038,Campsites,2018,0,0
081038,Campsites,2019,0,0
081038,Campsites,2020,0,0
081038,Campsites,2021,0,0
081038,Campsites,2022,0,0
081038,Hotels,2003,0,0
081038,Hotels,2004,0,0
081038,Hotels,2005,0,0
081038,Hotels,2006,0,0
081038,Hotels,2007,0,0
081038,Hotels,2008,0,0
081038,Hotels,2009,1,24
081038,Hotels,2010,1,24
081038,Hotels,2011,1,24
081038,Hotels,2012,1,24
081038,Hotels,2013,1,24
081038,Hotels,2014,1,24
081038,Hotels,2015,1,24
081038,Hotels,2016,1,24
081038,Hotels,2017,1,24
081038,Hotels,2018,1,24
081038,Hotels,2019,1,24
081038,Hotels,2020,1,24
081038,Hotels,2021,1,24
081038,Hotels,2022,1,24
081038,Rural tourism,2007,2,9
081038,Rural tourism,2008,4,21
081038,Rural tourism,2009,4,21
081038,Rural tourism,2010,4,21
081038,Rural tourism,2011,4,21
081038,Rural tourism,2012,4,21
081038,Rural tourism,2013,4,21
081038,Rural tourism,2014,4,21
081038,Rural tourism,2015,4,21
081038,Rural tourism,2016,4,21
081038,Rural tourism,2017,5,35
081038,Rural tourism,2018,5,35
081038,Rural tourism,2019,5,35
081038,Rural tourism,2020,5,35
081038,Rural tourism,2021,5,35
081038,Rural tourism,2022,5,35
081043,Campsites,2003,1,63
081043,Campsites,2004,1,63
081043,Campsites,2005,1,63
081043,Campsites,2006,1,63
081043,Campsites,2007,1,63
081043,Campsites,2008,1,75
081043,Campsites,2009,1,75
081043,Campsites,2010,1,75
081043,Campsites,2011,1,90
081043,Campsites,2012,1,90
081043,Campsites,2013,1,90
081043,Campsites,2014,1,90
081043,Campsites,2015,1,90
081043,Campsites,2016,1,90
081043,Campsites,2017,1,90
081043,Campsites,2018,1,90
081043,Campsites,2019,1,90
081043,Campsites,2020,1,90
081043,Campsites,2021,1,90
081043,Campsites,2022,1,90
081043,Hotels,2003,2,51
081043,Hotels,2004,2,51
081043,Hotels,2005,2,51
081043,Hotels,2006,1,36
081043,Hotels,2007,1,36
081043,Hotels,2008,1,10
081043,Hotels,2009,1,10
081043,Hotels,2010,1,10
081043,Hotels,2011,1,10
081043,Hotels,2012,0,0
081043,Hotels,2013,0,0
081043,Hotels,2014,0,0
081043,Hotels,2015,0,0
081043,Hotels,2016,0,0
081043,Hotels,2017,0,0
081043,Hotels,2018,0,0
081043,Hotels,2019,0,0
081043,Hotels,2020,0,0
081043,Hotels,2021,0,0
081043,Hotels,2022,0,0
081043,Rural tourism,2007,7,40
081043,Rural tourism,2008,7,40
081043,Rural tourism,2009,7,40
081043,Rural tourism,2010,7,40
081043,Rural tourism,2011,8,51
081043,Rural tourism,2012,8,50
081043,Rural tourism,2013,11,72
081043,Rural tourism,2014,11,71
081043,Rural tourism,2015,11,71
081043,Rural tourism,2016,11,71
081043,Rural tourism,2017,11,71
081043,Rural tourism,2018,11,71
081043,Rural tourism,2019,11,71
081043,Rural tourism,2020,11,71
081043,Rural tourism,2021,6,47
081043,Rural tourism,2022,6,47
081056,Campsites,2003,0,0
081056,Campsites,2004,0,0
081056,Campsites,2005,0,0
081056,Campsites,2006,0,0
081056,Campsites,2007,0,0
081056,Campsites,2008,0,0
081056,Campsites,2009,0,0
081056,Campsites,2010,0,0
081056,Campsites,2011,0,0
081056,Campsites,2012,0,0
081056,Campsites,2013,0,0
081056,Campsites,2014,0,0
081056,Campsites,2015,0,0
081056,Campsites,2016,0,0
081056,Campsites,2017,0,0
081056,Campsites,2018,0,0
081056,Campsites,2019,0,0
081056,Campsites,2020,0,0
081056,Campsites,2021,0,0
081056,Campsites,2022,0,0
081056,Hotels,2003,0,0
081056,Hotels,2004,1,12
081056,Hotels,2005,1,12
081056,Hotels,2006,1,12
081056,Hotels,2007,1,12
081056,Hotels,2008,1,12
081056,Hotels,2009,3,44
081056,Hotels,2010,3,44
081056,Hotels,2011,3,44
081056,Hotels,2012,3,50
081056,Hotels,2013,3,50
081056,Hotels,2014,3,50
081056,Hotels,2015,3,50
081056,Hotels,2016,3,50
081056,Hotels,2017,3,50
081056,Hotels,2018,3,50
081056,Hotels,2019,3,50
081056,Hotels,2020,3,50
081056,Hotels,2021,3,50
081056,Hotels,2022,4,60
081056,Rural tourism,2007,0,0
081056,Rural tourism,2008,0,0
081056,Rural tourism,2009,0,0
081056,Rural tourism,2010,0,0
081056,Rural tourism,2011,0,0
081056,Rural tourism,2012,0,0
081056,Rural tourism,2013,0,0
081056,Rural tourism,2014,0,0
081056,Rural tourism,2015,0,0
081056,Rural tourism,2016,0,0
081056,Rural tourism,2017,0,0
081056,Rural tourism,2018,0,0
081056,Rural tourism,2019,0,0
081056,Rural tourism,2020,0,0
081056,Rural tourism,2021,0,0
081056,Rural tourism,2022,0,0
081069,Campsites,2003,0,0
081069,Campsites,2004,0,0
081069,Campsites,2005,0,0
081069,Campsites,2006,0,0
081069,Campsites,2007,0,0
081069,Campsites,2008,0,0
081069,Campsites,2009,0,0
081069,Campsites,2010,0,0
081069,Campsites,2011,0,0
081069,Campsites,2012,0,0
081069,Campsites,2013,0,0
081069,Campsites,2014,0,0
081069,Campsites,2015,0,0
081069,Campsites,2016,0,0
081069,Campsites,2017,0,0
081069,Campsites,2018,0,0
081069,Campsites,2019,0,0
081069,Campsites,2020,0,0
081069,Campsites,2021,0,0
081069,Campsites,2022,0,0
081069,Hotels,2003,0,0
081069,Hotels,2004,0,0
081069,Hotels,2005,0,0
081069,Hotels,2006,0,0
081069,Hotels,2007,0,0
081069,Hotels,2008,0,0
081069,Hotels,2009,0,0
081069,Hotels,2010,0,0
081069,Hotels,2011,0,0
081069,Hotels,2012,0,0
081069,Hotels,2013,0,0
081069,Hotels,2014,0,0
081069,Hotels,2015,0,0
081069,Hotels,2016,0,0
081069,Hotels,2017,0,0
081069,Hotels,2018,0,0
081069,Hotels,2019,0,0
081069,Hotels,2020,0,0
081069,Hotels,2021,0,0
081069,Hotels,2022,0,0
081069,Rural tourism,2007,2,28
081069,Rural tourism,2008,2,28
081069,Rural tourism,2009,2,28
081069,Rural tourism,2010,2,28
081069,Rural tourism,2011,2,28
081069,Rural tourism,2012,2,28
081069,Rural tourism,2013,2,28
081069,Rural tourism,2014,4,43
081069,Rural tourism,2015,5,66
081069,Rural tourism,2016,5,66
081069,Rural tourism,2017,5,66
081069,Rural tourism,2018,5,66
081069,Rural tourism,2019,5,66
081069,Rural tourism,2020,5,56
081069,Rural tourism,2021,5,60
081069,Rural tourism,2022,5,60
081075,Campsites,2003,0,0
081075,Campsites,2004,0,0
081075,Campsites,2005,0,0
081075,Campsites,2006,0,0
081075,Campsites,2007,0,0
081075,Campsites,2008,0,0
081075,Campsites,2009,0,0
081075,Campsites,2010,0,0
081075,Campsites,2011,0,0
081075,Campsites,2012,0,0
081075,Campsites,2013,0,0
081075,Campsites,2014,0,0
081075,Campsites,2015,0,0
081075,Campsites,2016,0,0
081075,Campsites,2017,0,0
081075,Campsites,2018,0,0
081075,Campsites,2019,0,0
081075,Campsites,2020,0,0
081075,Campsites,2021,0,0
081075,Campsites,2022,0,0
081075,Hotels,2003,0,0
081075,Hotels,2004,0,0
081075,Hotels,2005,0,0
081075,Hotels,2006,0,0
081075,Hotels,2007,0,0
081075,Hotels,2008,0,0
081075,Hotels,2009,0,0
081075,Hotels,2010,0,0
081075,Hotels,2011,0,0
081075,Hotels,2012,0,0
081075,Hotels,2013,0,0
081075,Hotels,2014,0,0
081075,Hotels,2015,0,0
081075,Hotels,2016,0,0
081075,Hotels,2017,0,0
081075,Hotels,2018,0,0
081075,Hotels,2019,0,0
081075,Hotels,2020,0,0
081075,Hotels,2021,0,0
081075,Hotels,2022,0,0
081075,Rural tourism,2007,1,8
081075,Rural tourism,2008,1,8
081075,Rural tourism,2009,1,8
081075,Rural tourism,2010,1,8
081075,Rural tourism,2011,1,8
081075,Rural tourism,2012,1,8
081075,Rural tourism,2013,1,8
081075,Rural tourism,2014,1,8
081075,Rural tourism,2015,1,8
081075,Rural tourism,2016,1,8
081075,Rural tourism,2017,1,8
081075,Rural tourism,2018,2,18
081075,Rural tourism,2019,2,18
081075,Rural tourism,2020,2,18
081075,Rural tourism,2021,2,18
081075,Rural tourism,2022,2,18
081081,Campsites,2003,0,0
081081,Campsites,2004,0,0
081081,Campsites,2005,0,0
081081,Campsites,2006,0,0
081081,Campsites,2007,0,0
081081,Campsites,2008,0,0
081081,Campsites,2009,0,0
081081,Campsites,2010,0,0
081081,Campsites,2011,0,0
081081,Campsites,2012,0,0
081081,Campsites,2013,0,0
081081,Campsites,2014,0,0
081081,Campsites,2015,0,0
081081,Campsites,2016,0,0
081081,Campsites,2017,0,0
081081,Campsites,2018,0,0
081081,Campsites,2019,0,0
081081,Campsites,2020,0,0
081081,Campsites,2021,0,0
081081,Campsites,2022,0,0
081081,Hotels,2003,0,0
081081,Hotels,2004,0,0
081081,Hotels,2005,0,0
081081,Hotels,2006,0,0
081081,Hotels,2007,0,0
081081,Hotels,2008,0,0
081081,Hotels,2009,0,0
081081,Hotels,2010,0,0
081081,Hotels,2011,0,0
081081,Hotels,2012,0,0
081081,Hotels,2013,0,0
081081,Hotels,2014,0,0
081081,Hotels,2015,0,0
081081,Hotels,2016,0,0
081081,Hotels,2017,0,0
081081,Hotels,2018,0,0
081081,Hotels,2019,0,0
081081,Hotels,2020,0,0
081081,Hotels,2021,0,0
081081,Hotels,2022,0,0
081081,Rural tourism,2007,0,0
081081,Rural tourism,2008,0,0
081081,Rural tourism,2009,0,0
081081,Rural tourism,2010,0,0
081081,Rural tourism,2011,0,0
081081,Rural tourism,2012,0,0
081081,Rural tourism,2013,0,0
081081,Rural tourism,2014,0,0
081081,Rural tourism,2015,0,0
081081,Rural tourism,2016,0,0
081081,Rural tourism,2017,0,0
081081,Rural tourism,2018,0,0
081081,Rural tourism,2019,0,0
081081,Rural tourism,2020,0,0
081081,Rural tourism,2021,0,0
081081,Rural tourism,2022,0,0
081094,Campsites,2003,0,0
081094,Campsites,2004,0,0
081094,Campsites,2005,0,0
081094,Campsites,2006,0,0
081094,Campsites,2007,0,0
081094,Campsites,2008,0,0
081094,Campsites,2009,0,0
081094,Campsites,2010,0,0
081094,Campsites,2011,0,0
081094,Campsites,2012,0,0
081094,Campsites,2013,0,0
081094,Campsites,2014,0,0
081094,Campsites,2015,0,0
081094,Campsites,2016,0,0
081094,Campsites,2017,0,0
081094,Campsites,2018,0,0
081094,Campsites,2019,0,0
081094,Campsites,2020,0,0
081094,Campsites,2021,0,0
081094,Campsites,2022,0,0
081094,Hotels,2003,0,0
081094,Hotels,2004,1,8
081094,Hotels,2005,1,8
081094,Hotels,2006,1,8
081094,Hotels,2007,1,8
081094,Hotels,2008,1,8
081094,Hotels,2009,1,8
081094,Hotels,2010,1,8
081094,Hotels,2011,1,8
081094,Hotels,2012,1,8
081094,Hotels,2013,1,8
081094,Hotels,2014,1,8
081094,Hotels,2015,1,8
081094,Hotels,2016,1,8
081094,Hotels,2017,1,8
081094,Hotels,2018,1,8
081094,Hotels,2019,1,8
081094,Hotels,2020,1,8
081094,Hotels,2021,1,8
081094,Hotels,2022,1,8
081094,Rural tourism,2007,2,22
081094,Rural tourism,2008,2,22
081094,Rural tourism,2009,2,22
081094,Rural tourism,2010,3,28
081094,Rural tourism,2011,3,28
081094,Rural tourism,2012,5,51
081094,Rural tourism,2013,5,51
081094,Rural tourism,2014,5,51
081094,Rural tourism,2015,5,51
081094,Rural tourism,2016,5,51
081094,Rural tourism,2017,5,51
081094,Rural tourism,2018,5,51
081094,Rural tourism,2019,5,51
081094,Rural tourism,2020,5,51
081094,Rural tourism,2021,4,36
081094,Rural tourism,2022,4,36
081108,Campsites,2003,7,3235
081108,Campsites,2004,7,3235
081108,Campsites,2005,7,3235
081108,Campsites,2006,7,3235
081108,Campsites,2007,8,3565
081108,Campsites,2008,8,3565
081108,Campsites,2009,8,3490
081108,Campsites,2010,8,3680
081108,Campsites,2011,8,4416
081108,Campsites,2012,8,4416
081108,Campsites,2013,8,4416
081108,Campsites,2014,8,4416
081108,Campsites,2015,8,4416
081108,Campsites,2016,8,4416
081108,Campsites,2017,8,4416
081108,Campsites,2018,8,4416
081108,Campsites,2019,8,4416
081108,Campsites,2020,8,4416
081108,Campsites,2021,8,4416
081108,Campsites,2022,8,4416
081108,Hotels,2003,26,6482
081108,Hotels,2004,25,6440
081108,Hotels,2005,25,6440
081108,Hotels,2006,25,6416
081108,Hotels,2007,24,6067
081108,Hotels,2008,24,6079
081108,Hotels,2009,24,6079
081108,Hotels,2010,24,6078
081108,Hotels,2011,24,6141
081108,Hotels,2012,24,6141
081108,Hotels,2013,23,6059
081108,Hotels,2014,23,5996
081108,Hotels,2015,23,5989
081108,Hotels,2016,23,5971
081108,Hotels,2017,23,5919
081108,Hotels,2018,23,5944
081108,Hotels,2019,24,5942
081108,Hotels,2020,24,5942
081108,Hotels,2021,24,5942
081108,Hotels,2022,24,5977
081108,Rural tourism,2007,0,0
081108,Rural tourism,2008,0,0
081108,Rural tourism,2009,0,0
081108,Rural tourism,2010,0,0
081108,Rural tourism,2011,0,0
081108,Rural tourism,2012,0,0
081108,Rural tourism,2013,0,0
081108,Rural tourism,2014,0,0
081108,Rural tourism,2015,0,0
081108,Rural tourism,2016,0,0
081108,Rural tourism,2017,0,0
081108,Rural tourism,2018,0,0
081108,Rural tourism,2019,0,0
081108,Rural tourism,2020,0,0
081108,Rural tourism,2021,0,0
081108,Rural tourism,2022,0,0
081115,Campsites,2003,0,0
081115,Campsites,2004,0,0
081115,Campsites,2005,0,0
081115,Campsites,2006,0,0
081115,Campsites,2007,0,0
081115,Campsites,2008,0,0
081115,Campsites,2009,0,0
081115,Campsites,2010,0,0
081115,Campsites,2011,0,0
081115,Campsites,2012,0,0
081115,Campsites,2013,0,0
081115,Campsites,2014,0,0
081115,Campsites,2015,0,0
081115,Campsites,2016,0,0
081115,Campsites,2017,0,0
081115,Campsites,2018,0,0
081115,Campsites,2019,0,0
081115,Campsites,2020,0,0
081115,Campsites,2021,0,0
081115,Campsites,2022,0,0
081115,Hotels,2003,0,0
081115,Hotels,2004,0,0
081115,Hotels,2005,0,0
081115,Hotels,2006,0,0
081115,Hotels,2007,0,0
081115,Hotels,2008,0,0
081115,Hotels,2009,0,0
081115,Hotels,2010,0,0
081115,Hotels,2011,0,0
081115,Hotels,2012,0,0
081115,Hotels,2013,0,0
081115,Hotels,2014,0,0
081115,Hotels,2015,0,0
081115,Hotels,2016,0,0
081115,Hotels,2017,0,0
081115,Hotels,2018,0,0
081115,Hotels,2019,0,0
081115,Hotels,2020,0,0
081115,Hotels,2021,0,0
081115,Hotels,2022,0,0
081115,Rural tourism,2007,2,13
081115,Rural tourism,2008,2,13
081115,Rural tourism,2009,2,13
081115,Rural tourism,2010,2,13
081115,Rural tourism,2011,2,13
081115,Rural tourism,2012,2,13
081115,Rural tourism,2013,2,13
081115,Rural tourism,2014,2,13
081115,Rural tourism,2015,2,13
081115,Rural tourism,2016,2,13
081115,Rural tourism,2017,2,13
081115,Rural tourism,2018,4,24
081115,Rural tourism,2019,4,24
081115,Rural tourism,2020,4,24
081115,Rural tourism,2021,4,24
081115,Rural tourism,2022,4,24
081120,Campsites,2003,0,0
081120,Campsites,2004,0,0
081120,Campsites,2005,0,0
081120,Campsites,2006,0,0
081120,Campsites,2007,0,0
081120,Campsites,2008,0,0
081120,Campsites,2009,0,0
081120,Campsites,2010,0,0
081120,Campsites,2011,0,0
081120,Campsites,2012,0,0
081120,Campsites,2013,0,0
081120,Campsites,2014,0,0
081120,Campsites,2015,0,0
081120,Campsites,2016,0,0
081120,Campsites,2017,0,0
081120,Campsites,2018,0,0
081120,Campsites,2019,0,0
081120,Campsites,2020,0,0
081120,Campsites,2021,0,0
081120,Campsites,2022,0,0
081120,Hotels,2003,3,81
081120,Hotels,2004,2,54
081120,Hotels,2005,2,54
081120,Hotels,2006,2,54
081120,Hotels,2007,2,54
081120,Hotels,2008,2,54
081120,Hotels,2009,2,54
081120,Hotels,2010,2,54
081120,Hotels,2011,2,54
081120,Hotels,2012,2,56
081120,Hotels,2013,2,56
081120,Hotels,2014,2,56
081120,Hotels,2015,2,56
081120,Hotels,2016,2,56
081120,Hotels,2017,2,56
081120,Hotels,2018,2,56
081120,Hotels,2019,2,56
081120,Hotels,2020,2,56
081120,Hotels,2021,2,56
081120,Hotels,2022,2,56
081120,Rural tourism,2007,1,10
081120,Rural tourism,2008,1,10
081120,Rural tourism,2009,1,10
081120,Rural tourism,2010,1,10
081120,Rural tourism,2011,1,10
081120,Rural tourism,2012,1,10
081120,Rural tourism,2013,2,8
081120,Rural tourism,2014,2,14
081120,Rural tourism,2015,2,14
081120,Rural tourism,2016,2,14
081120,Rural tourism,2017,2,14
081120,Rural tourism,2018,2,14
081120,Rural tourism,2019,2,14
081120,Rural tourism,2020,2,14
081120,Rural tourism,2021,2,14
081120,Rural tourism,2022,2,14
